0,533
1.09668,8964
1.771484,8967
2.446777,8970
3.121582,8976
3.796875,8982
4.47168,7954
5.146484,6913
5.821777,6113
6.496582,5481
7.171875,4967
7.84668,4542
8.521484,4185
9.196777,3880
9.871582,3617
10.54688,3388
11.22168,3186
11.89648,3008
12.57178,2849
13.24658,2706
13.92188,2577
14.59668,2460
15.27197,2354
15.94678,2257
16.62158,2168
17.29688,2085
17.97168,2009
18.64697,1939
19.32178,1874
19.99658,1813
20.67188,1756
21.34668,1703
22.02197,1653
22.69678,1607
23.37158,1563
24.04688,1521
24.72168,1482
25.39697,1446
26.07178,1411
26.74658,1378
27.42188,1346
28.09668,1316
28.77197,1288
29.44678,1261
30.12207,1235
30.79688,1211
31.47168,1187
32.14697,1165
32.82178,1144
33.49707,1123
34.17188,1104
34.84668,1085
35.52197,1067
36.19678,1050
36.87207,1033
37.54688,1017
38.22168,1002
38.89697,987
39.57178,973
40.24707,959
40.92188,946
41.59717,934
42.27197,921
42.94678,910
43.62207,898
44.29688,888
44.97217,877
45.64697,867
46.32178,857
46.99707,848
47.67188,838
48.34717,830
49.02197,821
49.69727,813
50.37207,805
51.04688,797
51.72217,790
52.39697,782
53.07227,775
53.74707,769
54.42188,762
55.09717,756
55.77197,750
56.44727,744
57.12207,738
57.79688,732
58.47217,727
59.14697,722
59.82227,717
60.49707,712
61.17236,707
61.84717,703
62.52197,699
63.19727,694
63.87207,690
64.54736,686
65.22217,683
65.89697,679
66.57227,675
67.24707,672
67.92236,669
68.59717,666
69.27197,663
69.94727,660
70.62207,657
71.29736,654
71.97217,652
72.64746,649
73.32227,647
73.99707,645
74.67236,643
75.34717,641
76.02246,639
76.69727,637
77.37207,635
78.04736,633
78.72217,632
79.39746,630
80.07227,629
80.74707,628
81.42236,627
82.09717,626
82.77246,625
83.44727,624
84.12207,623
84.79736,622
85.47217,622
86.14746,621
86.82227,621
87.49756,620
88.17236,620
88.84717,620
89.52246,620
90.19727,620
90.87256,620
91.54736,620
92.22217,620
92.89746,620
93.57227,621
94.24756,621
94.92236,622
95.59717,623
96.27246,623
96.94727,624
97.62256,625
98.29736,626
98.97217,627
99.64746,629
100.3223,630
100.9976,631
101.6724,633
102.3477,634
103.0225,636
103.6973,638
104.3726,640
105.0474,642
105.7227,644
106.3975,646
107.0723,648
107.7476,651
108.4224,653
109.0977,656
109.7725,659
110.4473,661
111.1226,664
111.7974,667
112.4727,671
113.1475,674
113.8228,677
114.4976,681
115.1724,685
115.8477,689
116.5225,693
117.1978,697
117.8726,701
118.5474,706
119.2227,710
119.8975,715
120.5728,720
121.2476,725
121.9224,730
122.5977,736
123.2725,741
123.9478,747
124.6226,753
125.2974,759
125.9727,766
126.6475,772
127.3228,779
127.9976,787
128.6724,794
129.3477,801
130.0225,809
130.6978,818
131.3726,826
132.0479,835
132.7227,844
133.3975,853
134.0728,863
134.7476,873
135.4229,883
136.0977,894
136.7725,905
137.4478,917
138.1226,929
138.7979,941
139.4727,954
140.1475,967
140.8228,962
141.4976,953
142.1729,944
142.8477,935
143.5229,927
144.1978,919
144.8726,911
145.5479,904
146.2227,897
146.8979,890
147.5728,883
148.2476,877
148.9229,870
149.5977,864
150.2729,858
150.9478,853
151.6226,847
152.2979,842
152.9727,837
153.6479,832
154.3228,827
154.9976,822
155.6729,818
156.3477,814
157.0229,810
157.6978,806
158.3726,802
159.0479,798
159.7227,795
160.3979,791
161.0728,788
161.748,785
162.4229,782
163.0977,779
163.7729,776
164.4478,774
165.123,771
165.7979,769
166.4727,767
167.1479,764
167.8228,762
168.498,761
169.1729,759
169.8477,757
170.5229,756
171.1978,754
171.873,753
172.5479,752
173.2227,751
173.8979,750
174.5728,749
175.248,748
175.9229,747
176.5977,747
177.2729,746
177.9478,746
178.623,746
179.2979,745
179.9731,745
180.6479,745
181.3228,746
181.998,746
182.6729,746
183.3481,747
184.0229,747
184.6978,748
185.373,749
186.0479,749
186.7231,750
187.3979,752
188.0732,753
188.748,754
189.4229,756
190.0981,757
190.7729,759
191.4482,760
192.123,762
192.7979,764
193.4731,766
194.1479,769
194.8232,771
195.498,773
196.1729,776
196.8481,779
197.5229,782
198.1982,785
198.873,788
199.5479,791
200.2231,794
200.8979,798
201.5732,801
202.248,805
202.9233,809
203.5981,813
204.2729,818
204.9482,822
205.623,3056
206.2983,3073
206.9731,3092
207.6479,3111
208.3232,3130
208.998,3150
209.6733,3171
210.3481,3193
211.0229,3215
211.6982,3238
212.373,3262
213.0483,3287
213.7231,3313
214.3984,3339
215.0732,3367
215.748,3395
216.4233,3424
217.0981,3455
217.7734,3486
218.4482,3518
219.123,3552
219.7983,3586
220.4731,3622
221.1484,3659
221.8232,3698
222.498,3737
223.1733,3778
223.8481,3821
224.5234,3865
225.1982,3910
225.873,3958
226.5483,4007
227.2231,4057
227.8984,4110
228.5732,4165
229.2485,4221
229.9233,4280
230.5981,4341
231.2734,4405
231.9482,4471
232.6235,4539
233.2983,4611
233.9731,4685
234.6484,4762
235.3232,4843
235.9985,4928
236.6733,5015
237.3481,1861
238.0234,1848
238.6982,1834
239.3735,1821
240.0483,1809
240.7236,1797
241.3984,1785
242.0732,1774
242.7485,1763
243.4233,1752
244.0986,1753
244.7734,1796
245.4482,1843
246.1235,1891
246.7983,1943
247.4736,1998
248.1484,2057
248.8232,2119
249.4985,2186
250.1733,2257
250.8486,2334
251.5234,2416
252.1982,2504
252.8735,2600
253.5483,2704
254.2236,2816
254.8984,2939
255.5737,3073
256.2485,3221
256.9233,3384
257.5986,3565
258.2734,3768
258.9487,3995
259.6235,4251
260.2983,4544
260.9736,4881
261.6484,5272
262.3237,5733
262.9985,6282
263.6738,6841
264.3486,6833
265.0234,6825
265.6987,6819
266.3735,6813
267.0488,6808
267.7236,6805
268.3984,6802
269.0737,6800
269.7485,6799
270.4238,6800
271.0986,6801
271.7734,6803
272.4487,6806
273.1235,6809
273.7988,6814
274.4736,6820
275.1484,6827
275.8237,6835
276.4985,6843
277.1738,6853
277.8486,6864
278.5239,6875
279.1987,6888
279.8735,6902
280.5488,6916
281.2236,6932
281.8989,6949
282.5737,6966
283.2485,6985
283.9238,7005
284.5986,7026
285.2739,7048
285.9487,7072
286.6235,7096
287.2988,7121
287.9736,7148
288.6489,7176
289.3237,7205
289.999,7236
290.6738,7267
291.3486,7300
292.0239,7335
292.6987,7370
293.374,7407
294.0488,7446
294.7236,7486
295.3989,15486
296.0737,15574
296.749,15666
297.4238,15761
298.0986,15859
298.7739,15960
299.4487,0
300.124,0
300.7988,0
301.4736,0
302.1489,0
302.8237,0
303.499,0
304.1738,15956
304.8491,15685
305.5239,15425
306.1987,8655
306.874,8519
307.5488,8576
308.2241,8655
308.8989,8737
309.5737,8821
310.249,8909
310.9238,8999
311.5991,9092
312.2739,9189
312.9487,9289
313.624,9393
314.2988,9500
314.9741,9612
315.6489,9727
316.3237,9846
316.999,9970
317.6738,10098
318.3491,10231
319.0239,10369
319.6992,10513
320.374,10661
321.0488,10816
321.7241,10977
322.3989,11144
323.0742,11211
323.749,11114
324.4238,11019
325.0991,10928
325.7739,10839
326.4492,10754
327.124,10671
327.7988,10591
328.4741,10514
329.1489,10439
329.8242,10367
330.499,10297
331.1743,10230
331.8491,10165
332.5239,10102
333.1992,10041
333.874,9982
334.5493,9926
335.2241,9871
335.8989,9818
336.5742,9767
337.249,9718
337.9243,9671
338.5991,9626
339.2739,9582
339.9492,9541
340.624,9500
341.2993,9462
341.9741,9425
342.6489,9390
343.3242,9356
343.999,9323
344.6743,9293
345.3491,9263
346.0244,9236
346.6992,9209
347.374,9184
348.0493,9161
348.7241,9139
349.3994,9118
350.0742,9098
350.749,9080
351.4243,9064
352.0991,9048
352.7744,9034
353.4492,9021
354.124,9010
354.7993,8999
355.4741,8990
356.1494,8983
356.8242,8976
357.4995,8971
358.1743,8967
358.8491,8964
359.5244,8963
0.1992188,8962
